pbm,-,probabilistic_interleaving,

bin,max,min,median,stdev,mean,whole_list,
0,57.763865915469275,0.8751902016802723,20.65835306280209,10.664011969377931,21.49637076661702,34.244324888786345,36.667450565374374,12.527045408084584,27.306515284184986,22.95779557928799,45.89566688322375,12.517706930248155,38.6273445510274,0.928263672783164,24.44957140428019,41.974031271394146,21.322452088344797,39.687420900758646,12.212803699652722,21.9053844873181,31.567713916309536,39.1370534460605,14.021944924989262,57.20043622246288,6.963553364720823,16.200783342085668,21.41507742231485,23.312953458369684,14.056409725305624,16.73559182087572,31.144788979548576,22.611333913939212,12.77321534447096,40.74747342474494,24.94365777004268,15.820186593736295,27.846721692154386,17.977028511830042,18.60191120040944,26.540811683285607,10.6267347154607,28.578689940123944,22.351572771031954,15.35561734694986,25.325394890946296,34.508344042524996,27.080796928127437,18.5523679598553,12.935411787989539,38.06706334578218,35.25970302884163,27.51731413419922,28.978967514641674,26.19489560054299,34.6911286991217,26.632852302150532,21.759250713123333,18.48190321879051,26.44708390173772,5.912854421610665,23.475942645082018,7.318122378159457,11.448762307197802,24.793916723453798,15.470986179160414,17.19974274949623,33.39699264834035,31.585471001774852,6.315287926865081,7.321135069910197,25.238582239565563,28.379578431437682,13.045191013799931,21.69410850148609,20.474731570098527,57.763865915469275,13.874440241478515,13.780483092447364,33.8979528710294,21.28839074494727,17.60752852141462,6.233026072827749,30.01479978613089,22.92434388387982,7.729669125130154,6.854809716448151,27.776709455663926,0.8751902016802723,11.868942476852448,11.469710129252816,9.608937396436428,17.218365087736675,11.473229514579263,6.160460058887537,15.070476995214843,13.38135933569168,19.321725520115354,8.214368124673813,12.953682101140343,24.799625752733984,18.935228931267584,24.645164710074976,36.81148402745784,22.553915095525856,18.449041485594897,0.9421498073486914,19.368330472721425,27.6254654017828,20.80534018933142,16.81287733223856,17.560513988501654,28.037330389375985,28.142921874463102,15.446301977810593,37.74884915944459,31.911393922390456,24.695890972201187,17.41993191604077,20.511365936272757,36.724720465178294,15.569909702331884,21.34832239077966,15.094696882516006,17.12979786674509,12.692946834988351,9.61978822034483,10.997711884033123,22.708226771714603,19.844774369326583,7.222374035679566,25.108395829903127,25.433838481041867,26.25227847417879,24.983293344516994,6.0953104905456,33.04264725718042,28.541134850555046,34.73074733881723,24.612526543989247,9.317902073607653,7.556770485664581,9.087554102578586,44.11804706011827,1.5506234534566394,12.681395136233053,20.445947086040228,12.02442793124563,18.66389777831964,20.333569250251355,11.844157343546225,14.35842275910416,13.809684121902418,42.23758212691404,25.98223704513324,6.929310474602507,12.600416485279315,4.863364434181454,30.54867797961887,26.142178445158216,16.23417866385728,44.46717884687926,19.039749744525228,32.10738015977965,15.769143100044746,12.245042660768272,16.091945754041713,8.653943509458303,27.401320484206536,47.496351594110706,39.31083957411164,2.031701742332025,28.293123499694282,11.254800300825098,31.12640014967533,16.02736135053327,22.94941949788224,22.518889668369376,25.28061779181432,32.98283152450834,10.045211524384245,16.814466448195486,30.0421322438951,19.503120491000466,12.87963765482674,24.049066965268672,26.959839023763518,7.425044702849114,15.121899148248612,25.134040251315362,11.661263518316261,27.479159736210978,8.503992933070242,21.97115405759575,31.086717366870836,20.176397996801818,27.68094884551081,26.518942779310297,37.167753489653805,7.1527825836651875,20.243038093180907,29.395164975523805,13.167837339088004,30.432878908200102,24.29385846395356,30.628432518645013,19.98053755829699,11.15827683453074,5.54688672871428,11.209420513531144,45.17383279193949,41.245029153923085,29.095459766041483,19.571863681990656,12.831958506453105,13.83266373814055,26.477673704742795,10.687086716468258,29.623102349244053,36.15248059530188,29.985447913193344,15.133243019186327,,
1,74.52389911283585,0.6763858635238532,20.647039350162963,13.470309481650991,22.916025924991104,16.87725189470449,34.89941508017624,16.04691019381991,37.82680775833653,20.6157964508895,21.109599057883024,28.484213796466882,8.106962280459879,10.662555323219184,26.02767850638197,20.091622819497054,26.116228599360163,33.86334174203032,8.100943593054833,13.584395444584889,0.8519491725458843,13.776196371471082,50.14140070040846,38.622084207973884,47.72103673431745,24.615022099439038,27.665549661519293,32.225075913234654,8.594274737292963,29.650265875214142,18.632281778774345,15.876355919991804,37.714617083785,39.880629887971736,22.431250784407588,34.85870583266849,13.441012834723342,48.2547109629099,74.52389911283585,16.56768398406789,16.49901938567354,32.15637077644094,25.07471296404097,27.98654974857471,45.60269513543425,17.690224207736982,12.05649963423442,34.84845976811572,10.617837117854958,11.809661022813815,2.9202232943842654,29.84009049747428,20.034551704750918,41.866537232953306,29.819274997384287,42.84456871844141,1.0118163785991174,44.098705085418416,0.6763858635238532,17.40510034932298,16.931436372962814,30.412306175270707,1.5739458355252092,12.55284560898158,20.530688969495596,17.69765933851211,14.380254660183487,13.417615626152099,24.08393526226441,31.311750535825137,28.440875794067438,44.137143279199194,18.44300268942698,14.644785254854304,23.99946183719537,26.108721879659875,18.77966182972586,29.471378447356244,32.30762252033162,23.81301449644824,9.913018651173868,18.867533325672994,28.212436538467024,24.733972537613052,11.487309109925572,12.756707171899134,10.150165312029833,15.22909951377311,40.117736864659705,9.847191672182971,22.226581614754288,7.9084470423256,10.86442212381816,9.872625631432394,23.286889742956173,42.377716779192234,2.5335779044143307,0.8022860002330783,10.040508263998337,28.07676164112571,36.50125160915275,36.918427919928014,10.968613602784554,15.782641818732476,23.98914753939942,46.91502479800461,9.595014538038285,10.118219483871965,27.177454523614813,22.101484516908805,44.00433480192078,15.95545783692362,49.15838722715188,18.050142643755272,46.031850992529044,1.34118708512735,8.887728826065839,15.813820076098214,47.30833353468962,1.1878585666204642,34.74689065240779,51.72683295268322,43.68777218026705,19.553283352968954,12.158382658107689,27.656343872785435,22.12550314859825,17.79449218166669,28.157214210254757,25.743283910745742,3.5584926937004413,27.05140475069237,13.701640716421604,25.19783578072541,34.611494962336415,20.67828224943642,17.39702691187095,17.737536947247484,30.532833519831165,17.085582616461142,42.86492028715561,8.198748982752466,5.963954803440531,44.879187929229104,27.420614355323533,21.49690157501042,38.790044263391835,27.33729018199805,33.434344895748026,25.751142069665043,11.774512145564547,29.277577788234787,54.784095312204,19.201372403460773,32.24071709433109,48.38201659294469,39.71191353603147,23.00333061513052,43.78855685007686,18.50130718521167,3.4246900449060598,6.629249305493015,24.003209829951594,8.15032096817179,1.3467016906041884,0.8256756180911546,39.25064308602962,15.483992197835665,35.54213813583332,9.585169893583814,27.303754038699715,50.856252113176765,1.2234851449168858,51.51936534633442,22.1101712718115,18.482059220736787,7.85369333603938,10.115116482699364,26.53319042421714,63.386730852074116,17.00185720959356,20.160519489936057,9.806262374690272,42.4610905665226,15.281376437363217,36.57064826449823,8.726318891861833,17.121001904550965,13.195729529184437,26.90531117188923,17.288069596971063,27.53122305102327,19.5829833919569,12.97878962018901,35.56709440494489,24.73412465580275,12.756130579856585,13.451069031449984,22.33017628397808,34.12542435919899,0.6988732922834167,11.514977961808501,19.837156840607264,30.274938547231717,8.766273478266546,14.655069402562361,20.122395001010844,15.613112158923496,7.856973307153881,10.314559529850857,27.966842851037807,27.42496919688106,10.264546510114931,11.01055917419929,33.24287406954958,40.77452697469849,15.83260116658867,25.09345763383294,28.01846235430627,9.370237226992929,1.020045563061365,21.001568642090866,18.3584621157624,11.68377325673503,28.816165203819033,15.3956385886605,18.458039695054108,27.597200871082784,2.362505349036529,1.0199653367106116,37.34486169876716,28.959298929351878,23.7733775876273,27.876388980871525,18.080948572553883,52.569328501114754,22.10776807312761,30.114138480059033,9.777916501695007,17.377722343007484,20.57697156085848,44.604289100515686,14.112413689641997,,
2,71.402709405817,0.8397804087272316,19.99005167291103,12.989221848782718,21.921863283295824,9.133445621103034,0.8579362229912373,35.27751404424684,9.599891288106749,10.081952871219162,27.537244123961973,24.676454300091613,17.844125512711862,19.94956139674128,1.1847045448624876,35.430293083265994,17.830958770744047,27.749283714501125,28.94479694479039,39.76914815139175,18.382374802965515,22.21138556886078,30.501422490451375,40.7435531456402,39.88180349856465,19.141818661373243,30.886841367023965,32.90631367743951,2.528347115665613,16.645419510408352,2.4391227743131836,17.691744811317427,37.699128627653465,24.792262987221406,18.507122626833343,29.101962903596608,9.244230191414317,43.00729559160854,18.217331121591812,21.24445107715253,23.20264429765629,16.77802968211186,41.34790706266888,18.781977963177333,31.805716315951713,23.05031982336958,25.616336216436103,41.126475233328705,19.20829947140647,34.85930601335296,7.970780077998694,16.888253975281014,5.808104367115514,19.74073902623439,23.156852800446806,1.5477114494132003,31.756708284418618,24.790653265070972,8.870215649555888,30.018298026539462,17.95671021363221,28.17714413250481,15.42128882013509,8.708733678380705,15.703178484508573,17.71275444913202,14.1120660542823,7.1775379663995835,1.2145949194814147,11.572639693217834,11.194723164483529,23.502454070252178,25.58024352784804,4.648023302252344,29.14933308931697,15.521579746980029,11.688411919520291,18.51363296261848,10.541806954964184,16.48291865009009,30.802080384154088,26.9652030082419,27.971320397698406,30.903148136555284,35.50971670575387,8.513624884804857,23.492264642721608,32.84695075801776,33.10648565040255,31.887562703118554,16.930007382091315,12.1745916854432,5.841732767963007,25.871147860325387,39.17830727629278,31.583779301140442,12.906544141600577,23.434685226729016,10.935833041553662,12.026235311546962,3.7302401996748933,8.652435409993089,8.452448343318997,24.310220806030156,17.89542239977124,8.741773881397936,40.910833678124206,35.43751003282178,25.89707331316476,6.3572026942811,20.405998008278,28.395202074714945,18.772405460801444,39.9044766562109,27.855273583489247,18.422057969740084,5.624767382194227,4.536304165577563,30.444179188220808,9.402282527297379,0.8397804087272316,17.501692556053925,3.7615371971994067,12.238364304756285,10.285914368916721,30.852216716313325,20.030541949080778,31.342158049986047,27.302044251708157,18.87071352728933,9.326646382421934,1.022908474273335,23.141824503872733,21.878809808427174,44.9099666599747,9.18564181856608,41.36164589189525,20.290372704643108,6.278934377490837,16.626613875218915,24.99777551271222,7.117945413860538,42.14439088035484,17.85894864729955,32.76290617914127,13.247011851101941,42.54284529564369,17.923629483995086,1.01782266119547,18.88773954757523,48.810643886861364,20.950375912534078,37.40009048612547,28.142503998246656,14.316811702025138,1.0184340073198936,10.21856056498599,20.99540114395355,0.989100776323447,31.178555324201092,25.43059299766163,1.0014822143444444,26.913557075973642,19.66787384056712,12.713211747952212,42.82648057357088,23.410842936862647,35.43583361102886,2.541173417584738,27.823588230799665,10.831692496119008,33.79490732089361,2.49786947569669,0.8504429706336285,19.612773078343093,14.388638589770448,71.402709405817,33.14530990699505,26.21295727592345,43.78432809126914,22.25425978510331,31.50399702824604,35.275098039394564,28.633459357934726,16.745166538940936,47.196705566991355,22.834463623341716,8.98744071155905,12.773520836300694,55.68772264331373,33.72441758863838,21.52522715564984,19.791069108167694,17.01170321942015,44.90988431505397,40.73587343108699,5.050873219463904,37.01601608672639,15.782845291531151,38.72464494061301,9.674089817795798,22.16178205245741,22.94217283447004,30.23289425232779,44.80130964030055,35.730887263652654,42.32158846926285,10.30382568220996,45.14811775743556,14.044274191947911,16.689494182696556,9.25260364442924,15.144361967335119,16.952850962546844,29.079713984591514,13.701263271482784,13.03917929313398,16.226035354014375,38.67425222562072,66.79767714860252,2.6079433634097287,,
3,54.10651724797274,0.8579362229912373,18.78243875530854,12.080783243877022,19.848736501926695,30.064867960473002,10.077724205581482,15.412081846843122,25.210024104632645,23.06584874867398,27.07050088751537,19.09293076283125,25.283635109501418,13.583633073196733,37.8548405030442,26.86499437086128,21.43570532424547,18.2006248278854,53.59260822572454,36.26702511866064,3.8112726735458162,20.6824501544067,13.572241359819358,18.83458127854729,54.10651724797274,34.46293799341999,18.441358699744942,9.5999943120466,26.713561174550915,26.70672554906552,24.785415568407288,27.150432234654556,34.22034431762721,34.46752271882538,33.508675003688964,16.6044008759478,9.048886963166535,17.98087421056198,0.8785207273812624,27.269303350630842,10.026608414569392,12.62696685650933,13.419922406376267,17.131651672097973,14.938311108131021,2.572115867579206,28.243489132872753,49.391968602190516,12.100492391615349,38.442969851800726,31.83403152881728,27.53411343321029,19.571736926183007,35.20039423443322,8.652631387053756,27.193772139245034,1.2279295880203023,21.579810042395536,16.218461692561092,13.660476484044008,10.129292371456408,20.30137954102122,31.688362423623136,14.90648372438452,20.262176017612965,3.8248997636530424,13.542853617449754,20.05179736144509,17.22481089809593,8.651947385514205,8.775852208515037,9.789716233040703,16.03737681095402,11.832883133894855,15.40499352824662,39.44463151764901,24.36399744179449,1.142442041097099,16.10701997359684,12.426565238858455,2.748626327437229,3.8893029792987095,34.348334901222344,44.723719272169156,34.08547844585559,26.14057903435845,33.456444967928306,31.74667647413765,39.001560598260504,9.182527495494071,51.19005883030961,26.041483025029805,23.321353871348965,41.758368236010234,23.47753178887059,50.86765130359284,28.306020905320786,42.51634228392636,8.37375051912701,18.84635150633006,3.8045909003891167,19.252122709770145,31.906338447673768,53.357814593321926,8.19422593716287,15.556142417013211,10.636874314164954,33.74163818166192,24.470917982888523,8.291765519974696,16.856381788741185,33.329018199033484,20.187256700670414,11.520850988528974,8.848391228370835,18.987981323538385,16.883377298037807,26.469914543512722,19.398436067113927,8.97633341889583,26.573690669812645,16.78777745074202,16.945245779711414,7.9492710625793706,10.821496995492705,22.42439001331333,11.66584803959879,34.21374050147378,1.23349792029985,31.1176764876089,19.25904500520545,26.693436972535267,8.476375229545486,5.177241961965104,8.103845571934496,9.12728654358831,1.1965126143827418,1.1246501816515844,17.606780360810387,2.219444213876019,17.99280186776037,7.177455680494622,19.61160665507908,11.04341570181466,10.952320409256384,19.5632864339013,17.69553501298685,15.309519473946512,13.192207495450338,34.762517937222015,13.848218918654052,22.21884855736912,23.363557451528994,2.4774205137940313,10.550659993121483,8.565586829728236,10.164661844785323,36.487916671515926,25.733709594447237,27.316798071596292,8.617262274517438,9.371773072348985,26.878405784549237,3.4902046358211556,0.9704791593038304,22.091067423239515,21.33485677227316,30.50786724931394,18.73029623206979,11.829384760097366,16.422737642262206,22.610947606684967,35.725548562974645,31.75206989728357,18.008978315991797,22.780502828741984,31.168027551262675,24.392570617459633,24.31101219661006,17.746192287391686,20.78361908071821,33.64773655399488,20.10759310373157,1.1834693089497346,24.15150232241836,14.586172148365653,18.253125320549813,29.203242418422967,1.3604058784909396,9.95412738351284,27.42549804756637,47.48163114971516,9.206986650698635,27.39174986421683,10.290421003070268,15.921831076197174,19.918794203886502,48.92053138570542,37.36644829609482,15.113973044989754,32.444055363557254,2.6504149279509868,27.531360662354665,20.524879910468925,34.9683401905152,22.326019584314757,8.823036878901357,4.0516965254991755,18.201629948308003,23.32690061229187,12.959031287028296,17.240759371975145,2.538155831784146,3.806453230499841,0.8579362229912373,15.551882364352803,10.249592110227143,49.9493798246893,1.2320430231071051,5.084081389283712,20.325426865554146,35.64846989427396,33.429468582086486,31.281909223983376,15.061021940000979,12.242118285510703,24.033342522307755,20.002742249100827,22.32677691661604,47.4856129287538,20.28841046436948,2.7606051293321747,19.854643455983364,25.324748703245906,2.210794065386788,14.027071016738509,1.3343335338970403,14.915481730928127,8.717796674862255,2.4896792935473897,9.125855696384455,14.323500189786344,36.62455523194362,,
4,56.91708924127435,0.7878594490705344,14.51324672377989,11.791094157495696,17.095283983724087,23.268717431868474,12.115623487242516,19.126384956180626,0.9901753207260966,28.90721424554325,12.942922802393221,23.4271140520138,12.804997137502593,26.041114529190295,21.89615593129177,14.776885600282629,1.2270867507202343,5.916856640463399,10.071173223830437,10.229142212855752,14.030777773097435,12.810609266524443,43.80075780290944,25.125703912615503,14.330113874388681,1.3682592408396839,35.367073591528424,11.42681986225293,26.30614000137819,10.17731334284069,9.7871157860252,37.53416825850445,36.737398102672884,23.60822827763693,25.524847566039718,20.462481499545778,20.119936414740668,10.047489945222937,10.281098903359982,1.0398904110825478,36.51630316427331,1.0905942264452098,20.35037981817469,16.948720814661392,12.160578970426423,41.32140136566576,35.508492931034596,14.576247618381808,1.151279395650553,21.426092987480725,1.1665363736815764,22.912707523840368,9.664653874782749,9.665083789102106,4.0524033745100905,29.202407068578804,20.236262974418448,22.894494507212038,25.023321123008177,23.951460060672456,10.677386515259194,33.05501458260016,12.364802590108006,0.7878594490705344,1.163803783542648,16.26725277448366,3.045794769822632,2.9363530698762155,17.23533545339794,4.821455526167605,20.492835395636416,14.558915107501585,10.366462706614374,13.341251926839597,14.51324672377989,16.001742310385882,14.766168378964863,28.443621833015236,19.39750795313041,13.92181760833757,27.734056507938078,29.86654520805894,16.51052368437758,19.359082651858618,12.73445579925829,13.946950093695849,30.89903037596755,12.41322953115591,11.787185205391713,3.0666990628523254,9.822908014492942,26.783957106664733,27.438387319291735,24.068815200948016,20.433807003216685,24.172773597753036,2.9231968298255233,11.918818095530938,13.883958589086124,18.916769851391706,30.430681987188784,24.410679339397017,1.2965000772776571,4.126986849556678,19.01148733610837,15.470051477655913,0.865020595634032,11.303720302715325,16.29574063237165,21.77471622470557,28.700301563751218,2.735277587196543,1.3938337282766038,11.161200819321056,10.9013722166942,4.398217528309466,1.122777949135622,8.3524465869024,4.599084125482566,56.91708924127435,14.597366291439396,13.577549486241864,37.298583618155476,17.248975470925192,2.5655394490735697,2.594084459522282,14.245372230952464,2.766659758070184,35.48728983056775,37.15049001388963,40.55190949126768,30.433608603760455,17.012730556397628,11.804126456658455,10.629886125890268,44.733693555569346,1.2301705463848047,0.7929392420577233,24.860475777201575,31.00883061737698,34.61323781359423,28.643110904201592,10.56468184478691,31.14251252169131,2.764483535207245,33.888493174845834,38.68429065640559,3.889369270710048,2.871246479575631,21.56719223368932,32.03119565470202,1.1953071689715358,24.46639272933592,25.59912714854572,34.61045223405512,15.18125622045685,13.686326985197681,21.944150950471595,23.034618847172485,4.404652895635657,29.32695058415439,8.824103875696895,47.25131592597103,17.956861228042666,28.62895060470153,11.160959089878453,13.801572597650168,12.012251035035941,11.239149541828757,1.241993886667506,10.184531245213083,33.023767640516496,3.081667105316748,13.234323136679611,12.723297119173582,31.161137977683396,13.148153213743498,32.47112882264526,1.3878290060697955,13.755400382943288,4.422408423879909,13.412104023483137,11.9231913526515,12.662203728798616,28.05524174490782,1.2136196556834051,15.193473714058072,13.452746637976615,18.026895001037705,53.64006099223674,19.399365029569015,1.399784592973781,10.423388103983475,1.2422905787874903,,
5,72.87444002597054,0.6763858635238532,20.1001836094849,18.248803535346443,20.08843931102186,20.047274060023245,23.654796840141742,41.002034071674444,24.967168654988647,21.495329531247904,18.326355608564445,30.609872941021482,19.53116987267483,18.84327522790352,15.773439651579674,1.1039672927136739,21.974485060870787,64.91046701917074,24.496618016204273,20.91931209351838,22.474124064712786,24.940825945941175,21.442924082076875,1.165381169397956,4.411039425295112,4.301693596474957,1.2958153763356166,1.0723242877213588,0.8553661532892987,35.46227408129796,19.78862691982629,1.2694720116208704,46.842095751458345,1.0963634552395154,61.14072128023243,0.9385581626396189,46.63343186852015,4.522762586178345,72.87444002597054,0.872588106244476,29.40535714615593,0.9094926205915934,1.6578053923847174,66.20145294104645,31.63871234594691,4.042048470283663,44.66496771814788,4.418728823005905,32.88873230233219,1.4161117856140972,1.0429806784240152,32.30407708892911,33.87716915535217,41.80998436609445,4.176678300405886,1.4242774298727952,1.2470905944321717,16.85442465429576,49.2574967299613,44.72194984622643,24.300980949239072,41.80998436609445,17.42245490674132,35.08750101905895,3.9277509654202625,46.38042456626623,21.519394670061693,47.21949854618286,18.283753021539948,36.24734687097548,1.0810176068349777,47.53803616995404,19.430479567939937,54.88375529045719,1.115294136078931,22.89078580210744,22.47080821039178,7.434679042168215,4.105491353754334,23.871691002662892,18.320851931702528,1.2594622080785842,1.3323097027102846,1.5537244414896103,0.9478541131194731,21.300839682260207,21.69330487668731,37.129254337138136,1.174394032415045,50.91731856906432,20.15309315894656,36.181495736538665,1.6208044446165375,1.0654677354473643,22.345072338665798,23.394666913658348,21.261937622910235,18.95211243693263,1.583999291276696,1.1487785463195337,1.1302617621923132,0.9338429106753141,45.43215728346708,4.506469377145903,22.815432192910475,27.315523548422128,69.05806868788052,1.0457018434065894,1.374595084563849,21.11571317725621,1.4130655910568453,4.726447918975017,1.1883215639175377,35.161762841931164,44.64164402495187,43.81222345335778,4.468106858927485,26.161451639811347,1.4167689046529277,0.6763858635238532,20.953974875226706,48.65653175741073,0.6763858635238532,1.1115286312982917,0.6763858635238532,1.554192691150802,1.1339814190085096,37.38150961373816,44.20225641285224,29.590608632558492,1.0457018434065894,20.468826616619623,30.667761508817502,24.83753128147932,29.47580513639556,1.3034026909622454,4.078134551347009,1.1999976305093223,46.54537506586017,27.438946179441558,47.12042935387109,54.06871160652093,1.4970547514318364,0.6763858635238532,20.91931209351838,1.088714496548432,17.7501575139395,21.613553545087562,1.6687502476787608,19.251761590911965,36.30532617677052,29.715909384874287,32.634145029302836,23.86134320705789,20.15309315894656,43.356310155710375,42.04689240823524,4.584756786173444,1.273143781550903,1.412374594462104,19.05515229938908,41.87530317343386,1.0958753915818762,47.38285908952661,1.3928837113443029,4.486620914355456,1.273762399454808,,
6,115.72040927474708,0.6763858635238532,1.5729438790788315,22.562910176790027,17.15886628326991,1.1817735432775986,53.67142934167842,7.645557743759857,0.6763858635238532,0.6763858635238532,7.932251228364434,35.89112017955604,1.2100697980496937,1.5391203710780044,1.5315487219034944,31.452603909360853,35.709744708646035,1.2644171988848172,7.6269204705009646,45.03326700558255,41.72158880592808,1.2193223627150929,41.1622383235129,47.41849028303237,7.835174437765528,7.110556142686441,7.301089553684106,1.4623656149631277,1.2100697980496937,1.5315487219034944,52.659371032475974,43.27258425821772,35.529793511617584,1.358212394073942,7.60834107315683,1.1624120316629978,7.231076395101194,34.65087437989863,52.659371032475974,0.6763858635238532,32.9915260467912,36.443948078534184,37.395300696170054,1.3078527788699765,35.89112017955604,0.6763858635238532,1.191299957826775,1.13250697562029,52.33268358226673,8.315706131493306,1.3416158630333839,1.5766810702308247,1.2819712831829266,1.2555425009973695,1.1721460885079773,45.03326700558255,1.2465988786446498,61.79951004807519,33.63669367905555,1.3248340987415643,1.0101014243573572,1.485649350146102,1.1721460885079773,115.72040927474708,1.2465988786446498,0.6763858635238532,1.2732258818998208,45.29391298643832,7.664253165624297,1.13250697562029,0.6763858635238532,56.97899498986733,0.6763858635238532,0.6763858635238532,36.25820606605067,43.250315193265735,1.0687903489650987,7.815943141886176,1.333248995299734,54.224966874948564,1.0575364568960912,1.2193223627150929,80.13841766644299,44.44685814107442,36.443948078534184,39.84321728808256,1.4701536742766423,45.55692368897369,1.2819712831829266,47.18632379006744,1.2375832293556466,35.074300771996555,51.04541533688828,1.5692066879268385,74.91141279187879,0.6763858635238532,1.1624120316629978,0.6763858635238532,1.591576974493166,1.0687903489650987,1.2100697980496937,37.78672318918589,0.6763858635238532,46.5426515435704,7.461757218880408,1.2465988786446498,1.2375832293556466,1.6578311496342026,7.248500697835826,39.62980045436927,7.932251228364434,48.77471237133522,0.6763858635238532,1.2732258818998208,1.1119103517874753,1.1817735432775986,54.76096223634438,45.55692368897369,0.6763858635238532,51.362554758755365,7.720691073615125,0.6763858635238532,1.477914643818629,0.6763858635238532,1.0343464430547442,1.5989995104594588,1.5163410469551775,1.5989995104594588,7.971516923725184,41.35081780750247,1.5617139832288736,1.2193223627150929,0.6763858635238532,0.6763858635238532,0.6763858635238532,1.4933585895407453,7.571354823311047,0.6763858635238532,65.10107874114053,7.461757218880408,1.2732258818998208,1.1817735432775986,8.151368259766334,1.2992823773605622,0.6763858635238532,25.519316540301922,43.27258425821772,45.03326700558255,1.2644171988848172,,
7,None,None,None,None,None,,
8,None,None,None,None,None,,
9,None,None,None,None,None,,
